section,section_order,category_slug,category_name,category_order,article_slug,article_title,featured,read_minutes,video_desc,est_duration_sec,step_count,prereq_count,has_tips,has_warnings,file_path,recording_status,recorded_url,notes
Field & Operations,4,catalog-and-pricing,Catalog & Pricing,4,pricing-tiers,Pricing tiers,false,4,Pricing tiers (2 min),120,3,0,false,false,src/modules/knowledge-base/data/categories/catalog-and-pricing.ts,,,
Automation & Reporting,5,automations,Automations,1,actions-explained,Actions explained,false,5,Actions (2 min),120,5,0,false,false,src/modules/knowledge-base/data/categories/automations.ts,,,
Automation & Reporting,5,automations,Automations,1,automations-overview,Automations overview,false,4,Automations tour (2 min),120,3,0,false,false,src/modules/knowledge-base/data/categories/automations.ts,,,
Automation & Reporting,5,automations,Automations,1,conditions-and-branching,Conditions and branching,false,4,Conditions (2 min),120,3,0,false,false,src/modules/knowledge-base/data/categories/automations.ts,,,
Automation & Reporting,5,automations,Automations,1,create-a-workflow,Create a workflow,true,5,Create workflow (3 min),180,5,0,false,false,src/modules/knowledge-base/data/categories/automations.ts,,,
Automation & Reporting,5,automations,Automations,1,delays-and-waits,Delays and waits,false,3,Delays (90 sec),90,3,0,false,false,src/modules/knowledge-base/data/categories/automations.ts,,,
Automation & Reporting,5,automations,Automations,1,enrolling-and-de-enrolling-contacts,Enrolling and de-enrolling contacts,false,3,Enrollment (90 sec),90,3,0,false,false,src/modules/knowledge-base/data/categories/automations.ts,,,
Automation & Reporting,5,automations,Automations,1,enrollment-history,Enrollment history,false,3,Enrollment history (90 sec),90,3,0,false,false,src/modules/knowledge-base/data/categories/automations.ts,,,
Automation & Reporting,5,automations,Automations,1,execution-logs,Execution logs,false,4,Execution logs (2 min),120,3,0,false,false,src/modules/knowledge-base/data/categories/automations.ts,,,
Automation & Reporting,5,automations,Automations,1,triggers-explained,Triggers explained,false,5,Triggers (2 min),120,5,0,false,false,src/modules/knowledge-base/data/categories/automations.ts,,,
Automation & Reporting,5,automations,Automations,1,workflow-templates,Workflow templates,false,3,Workflow templates (90 sec),90,3,0,false,false,src/modules/knowledge-base/data/categories/automations.ts,,,
Automation & Reporting,5,reporting,Reporting,2,ai-executive-reports,AI executive reports,true,4,AI Reports (2 min),120,4,0,false,false,src/modules/knowledge-base/data/categories/reporting.ts,,,
Automation & Reporting,5,reporting,Reporting,2,appointment-report,Appointment report,false,3,Appointment report (90 sec),90,3,0,false,false,src/modules/knowledge-base/data/categories/reporting.ts,,,
Automation & Reporting,5,reporting,Reporting,2,audit-report,Audit report,false,4,Audit report (2 min),120,3,0,false,false,src/modules/knowledge-base/data/categories/reporting.ts,,,
Automation & Reporting,5,reporting,Reporting,2,call-report,Call report,false,3,Call report (90 sec),90,3,0,false,false,src/modules/knowledge-base/data/categories/reporting.ts,,,
Automation & Reporting,5,reporting,Reporting,2,custom-report-builder,Custom report builder,false,5,Custom builder (3 min),180,5,0,false,false,src/modules/knowledge-base/data/categories/reporting.ts,,,
Automation & Reporting,5,reporting,Reporting,2,export-as-pdf-or-csv,Export reports as PDF or CSV,false,2,Export (60 sec),60,2,0,false,false,src/modules/knowledge-base/data/categories/reporting.ts,,,
Automation & Reporting,5,reporting,Reporting,2,pre-built-reports,Pre-built reports,false,3,Pre-built reports (90 sec),90,4,0,false,false,src/modules/knowledge-base/data/categories/reporting.ts,,,
Automation & Reporting,5,reporting,Reporting,2,reporting-overview,Reporting overview,false,4,Reporting tour (2 min),120,3,0,false,false,src/modules/knowledge-base/data/categories/reporting.ts,,,
Automation & Reporting,5,reporting,Reporting,2,schedule-a-report,Schedule a report,false,3,Schedule report (90 sec),90,3,0,false,false,src/modules/knowledge-base/data/categories/reporting.ts,,,
Automation & Reporting,5,reporting,Reporting,2,unified-reports-tab,The Unified Reports tab,false,3,Unified Reports (90 sec),90,3,0,false,false,src/modules/knowledge-base/data/categories/reporting.ts,,,
Settings,6,settings-profile,Profile,1,change-password,Change your password,false,2,Change password (45 sec),45,3,0,false,false,src/modules/knowledge-base/data/categories/settings-profile.ts,,,
Settings,6,settings-profile,Profile,1,email-signature,Set your email signature,false,2,Email signature (45 sec),45,3,0,false,false,src/modules/knowledge-base/data/categories/settings-profile.ts,,,
Settings,6,settings-profile,Profile,1,enable-mfa,Enable two-factor authentication,false,3,Enable MFA (90 sec),90,4,0,false,false,src/modules/knowledge-base/data/categories/settings-profile.ts,,,
Settings,6,settings-profile,Profile,1,profile-overview,Profile overview,false,3,Profile tour (90 sec),90,3,0,false,false,src/modules/knowledge-base/data/categories/settings-profile.ts,,,
Settings,6,settings-profile,Profile,1,profile-troubleshooting,Profile troubleshooting,false,3,Troubleshooting (90 sec),90,3,0,false,false,src/modules/knowledge-base/data/categories/settings-profile.ts,,,
Settings,6,settings-business-info,Business Info,2,business-hours,Set business hours,false,3,Business hours (60 sec),60,3,0,false,false,src/modules/knowledge-base/data/categories/settings-business-info.ts,,,
Settings,6,settings-business-info,Business Info,2,business-info-overview,Business info overview,false,3,Business info tour (60 sec),60,3,0,false,false,src/modules/knowledge-base/data/categories/settings-business-info.ts,,,
Settings,6,settings-business-info,Business Info,2,business-info-troubleshooting,Business info troubleshooting,false,2,Troubleshooting (45 sec),45,2,0,false,false,src/modules/knowledge-base/data/categories/settings-business-info.ts,,,
Settings,6,settings-business-info,Business Info,2,set-business-address,Set your business address,false,2,Address (30 sec),30,3,0,false,false,src/modules/knowledge-base/data/categories/settings-business-info.ts,,,
Settings,6,settings-business-info,Business Info,2,tax-and-ein,Tax info and EIN,false,3,Tax + EIN (60 sec),60,3,0,false,false,src/modules/knowledge-base/data/categories/settings-business-info.ts,,,
Settings,6,settings-staff,Staff,3,deactivate-a-user,Deactivate a user,false,2,Deactivate user (45 sec),45,2,0,false,false,src/modules/knowledge-base/data/categories/settings-staff.ts,,,
Settings,6,settings-staff,Staff,3,edit-staff-permissions,Edit a teammate's permissions,false,3,Edit permissions (60 sec),60,3,0,false,false,src/modules/knowledge-base/data/categories/settings-staff.ts,,,
Settings,6,settings-staff,Staff,3,invite-a-team-member,Invite a team member,false,3,Invite teammate (60 sec),60,3,0,false,false,src/modules/knowledge-base/data/categories/settings-staff.ts,,,
Settings,6,settings-staff,Staff,3,staff-overview,Staff overview,false,3,Staff tour (60 sec),60,3,0,false,false,src/modules/knowledge-base/data/categories/settings-staff.ts,,,
Settings,6,settings-staff,Staff,3,staff-troubleshooting,Staff troubleshooting,false,2,Troubleshooting (45 sec),45,3,0,false,false,src/modules/knowledge-base/data/categories/settings-staff.ts,,,
Settings,6,settings-roles,Roles & Permissions,4,create-a-custom-role,Create a custom role,false,4,Custom role (90 sec),90,4,0,false,false,src/modules/knowledge-base/data/categories/settings-roles.ts,,,
Settings,6,settings-roles,Roles & Permissions,4,override-per-user,Override permissions for a single user,false,3,Per-user override (60 sec),60,3,0,false,false,src/modules/knowledge-base/data/categories/settings-roles.ts,,,
Settings,6,settings-roles,Roles & Permissions,4,permission-modules,Permission modules,false,4,Permission modules (90 sec),90,3,0,false,false,src/modules/knowledge-base/data/categories/settings-roles.ts,,,
Settings,6,settings-roles,Roles & Permissions,4,roles-overview,Roles overview,false,4,Roles tour (90 sec),90,3,0,false,false,src/modules/knowledge-base/data/categories/settings-roles.ts,,,
Settings,6,settings-roles,Roles & Permissions,4,roles-troubleshooting,Roles troubleshooting,false,3,Troubleshooting (60 sec),60,3,0,false,false,src/modules/knowledge-base/data/categories/settings-roles.ts,,,
Settings,6,settings-billing,Billing,5,add-or-remove-seats,Add or remove seats,false,3,Manage seats (60 sec),60,3,0,false,false,src/modules/knowledge-base/data/categories/settings-billing.ts,,,
Settings,6,settings-billing,Billing,5,billing-overview,Billing overview,false,3,Billing tour (60 sec),60,3,0,false,false,src/modules/knowledge-base/data/categories/settings-billing.ts,,,
Settings,6,settings-billing,Billing,5,billing-troubleshooting,Billing troubleshooting,false,3,Troubleshooting (60 sec),60,2,0,false,false,src/modules/knowledge-base/data/categories/settings-billing.ts,,,
Settings,6,settings-billing,Billing,5,update-payment-method,Update your payment method,false,2,Update payment (45 sec),45,3,0,false,false,src/modules/knowledge-base/data/categories/settings-billing.ts,,,
Settings,6,settings-billing,Billing,5,view-invoices,View past invoices,false,2,View invoices (45 sec),45,2,0,false,false,src/modules/knowledge-base/data/categories/settings-billing.ts,,,
Settings,6,settings-integrations,Integrations,6,connect-google,Connect Google services,false,4,Connect Google (90 sec),90,3,0,false,false,src/modules/knowledge-base/data/categories/settings-integrations.ts,,,
Settings,6,settings-integrations,Integrations,6,connect-quickbooks,Connect QuickBooks,false,5,Connect QB (2 min),120,4,0,false,false,src/modules/knowledge-base/data/categories/settings-integrations.ts,,,
Settings,6,settings-integrations,Integrations,6,disconnect-an-integration,Disconnect an integration,false,2,Disconnect (45 sec),45,3,0,false,false,src/modules/knowledge-base/data/categories/settings-integrations.ts,,,
Settings,6,settings-integrations,Integrations,6,integrations-overview,Integrations overview,false,4,Integrations tour (90 sec),90,3,0,false,false,src/modules/knowledge-base/data/categories/settings-integrations.ts,,,
Settings,6,settings-integrations,Integrations,6,integrations-troubleshooting,Integrations troubleshooting,false,3,Troubleshooting (90 sec),90,3,0,false,false,src/modules/knowledge-base/data/categories/settings-integrations.ts,,,
Settings,6,settings-communications,Communications,7,communications-overview,Communications overview,false,3,Comms tour (60 sec),60,3,0,false,false,src/modules/knowledge-base/data/categories/settings-communications.ts,,,
Settings,6,settings-communications,Communications,7,communications-troubleshooting,Communications troubleshooting,false,3,Troubleshooting (60 sec),60,3,0,false,false,src/modules/knowledge-base/data/categories/settings-communications.ts,,,
Settings,6,settings-communications,Communications,7,connect-email-service,Connect Gmail or Outlook,false,3,Connect email (60 sec),60,3,0,false,false,src/modules/knowledge-base/data/categories/settings-communications.ts,,,
Settings,6,settings-communications,Communications,7,sms-compliance,SMS compliance and 10DLC,false,5,10DLC (2 min),120,3,0,false,true,src/modules/knowledge-base/data/categories/settings-communications.ts,,,
Settings,6,settings-communications,Communications,7,verify-sender-domain,Verify your sender domain,false,5,Verify domain (2 min),120,4,0,false,false,src/modules/knowledge-base/data/categories/settings-communications.ts,,,
Settings,6,settings-phone-setup,Phone Setup,8,buy-a-phone-number,Buy a phone number,false,2,Buy a number (45 sec),45,3,0,false,false,src/modules/knowledge-base/data/categories/settings-phone-setup.ts,,,
Settings,6,settings-phone-setup,Phone Setup,8,import-existing-twilio-number,Import an existing Twilio number,false,3,Import (60 sec),60,3,0,false,false,src/modules/knowledge-base/data/categories/settings-phone-setup.ts,,,
Settings,6,settings-phone-setup,Phone Setup,8,phone-setup-overview,Phone setup overview,false,3,Phone setup tour (60 sec),60,3,0,false,false,src/modules/knowledge-base/data/categories/settings-phone-setup.ts,,,
Settings,6,settings-phone-setup,Phone Setup,8,phone-troubleshooting,Phone troubleshooting,false,3,Troubleshooting (60 sec),60,3,0,false,false,src/modules/knowledge-base/data/categories/settings-phone-setup.ts,,,
Settings,6,settings-phone-setup,Phone Setup,8,voicemail-setup,Voicemail setup,false,3,Voicemail setup (60 sec),60,3,0,false,false,src/modules/knowledge-base/data/categories/settings-phone-setup.ts,,,
Settings,6,settings-brand-board,Brand Board,9,brand-board-overview,Brand Board overview,false,3,Brand Board tour (60 sec),60,3,0,false,false,src/modules/knowledge-base/data/categories/settings-brand-board.ts,,,
Settings,6,settings-brand-board,Brand Board,9,brand-troubleshooting,Brand troubleshooting,false,2,Troubleshooting (45 sec),45,2,0,false,false,src/modules/knowledge-base/data/categories/settings-brand-board.ts,,,
Settings,6,settings-brand-board,Brand Board,9,pick-brand-fonts,Pick brand fonts,false,2,Brand fonts (45 sec),45,3,0,false,false,src/modules/knowledge-base/data/categories/settings-brand-board.ts,,,
Settings,6,settings-brand-board,Brand Board,9,set-brand-colors,Set brand colors,false,2,Brand colors (45 sec),45,3,0,false,false,src/modules/knowledge-base/data/categories/settings-brand-board.ts,,,
Settings,6,settings-brand-board,Brand Board,9,upload-logo,Upload your logo,false,2,Upload logo (45 sec),45,2,0,false,false,src/modules/knowledge-base/data/categories/settings-brand-board.ts,,,
Settings,6,settings-custom-fields,Custom Fields,10,add-a-custom-field,Add a custom field,false,3,Add field (60 sec),60,4,0,false,false,src/modules/knowledge-base/data/categories/settings-custom-fields.ts,,,
Settings,6,settings-custom-fields,Custom Fields,10,custom-fields-overview,Custom fields overview,false,3,Custom fields tour (60 sec),60,3,0,false,false,src/modules/knowledge-base/data/categories/settings-custom-fields.ts,,,
Settings,6,settings-custom-fields,Custom Fields,10,custom-fields-troubleshooting,Custom fields troubleshooting,false,3,Troubleshooting (45 sec),45,2,0,false,false,src/modules/knowledge-base/data/categories/settings-custom-fields.ts,,,
Settings,6,settings-custom-fields,Custom Fields,10,field-layout,Edit form layout,false,3,Layout editor (60 sec),60,3,0,false,false,src/modules/knowledge-base/data/categories/settings-custom-fields.ts,,,
Settings,6,settings-custom-fields,Custom Fields,10,field-types,Custom field types,false,4,Field types (90 sec),90,5,0,false,false,src/modules/knowledge-base/data/categories/settings-custom-fields.ts,,,
Settings,6,settings-notifications,Notifications,11,configure-per-event,Configure notifications per event,false,3,Per-event (60 sec),60,3,0,false,false,src/modules/knowledge-base/data/categories/settings-notifications.ts,,,
Settings,6,settings-notifications,Notifications,11,mobile-push-notifications,Enable mobile push notifications,false,3,Push notifications (60 sec),60,3,0,false,false,src/modules/knowledge-base/data/categories/settings-notifications.ts,,,
Settings,6,settings-notifications,Notifications,11,notifications-overview,Notifications overview,false,3,Notifications tour (60 sec),60,2,0,false,false,src/modules/knowledge-base/data/categories/settings-notifications.ts,,,
Settings,6,settings-notifications,Notifications,11,notifications-troubleshooting,Notifications troubleshooting,false,3,Troubleshooting (60 sec),60,3,0,false,false,src/modules/knowledge-base/data/categories/settings-notifications.ts,,,
Settings,6,settings-notifications,Notifications,11,quiet-hours,Set quiet hours,false,2,Quiet hours (45 sec),45,2,0,false,false,src/modules/knowledge-base/data/categories/settings-notifications.ts,,,
Settings,6,settings-audit-logs,Audit Logs,12,audit-logs-overview,Audit logs overview,false,3,Audit logs tour (60 sec),60,3,0,false,false,src/modules/knowledge-base/data/categories/settings-audit-logs.ts,,,
Settings,6,settings-audit-logs,Audit Logs,12,audit-troubleshooting,Audit logs troubleshooting,false,2,Troubleshooting (45 sec),45,2,0,false,false,src/modules/knowledge-base/data/categories/settings-audit-logs.ts,,,
Settings,6,settings-audit-logs,Audit Logs,12,export-audit-logs,Export audit logs,false,2,Export (45 sec),45,3,0,false,false,src/modules/knowledge-base/data/categories/settings-audit-logs.ts,,,
Settings,6,settings-audit-logs,Audit Logs,12,log-retention,Audit log retention,false,2,Retention (45 sec),45,3,0,false,false,src/modules/knowledge-base/data/categories/settings-audit-logs.ts,,,
Settings,6,settings-audit-logs,Audit Logs,12,who-did-what,Find who made a specific change,false,2,Who did it (45 sec),45,2,0,false,false,src/modules/knowledge-base/data/categories/settings-audit-logs.ts,,,
Support & Account,7,getting-started,Getting Started,1,connect-your-integrations,"Connect QuickBooks, Google, and EagleView",false,5,Integrations (3 min),180,3,0,false,false,src/modules/knowledge-base/data/categories/getting-started.ts,,,
Support & Account,7,getting-started,Getting Started,1,import-your-existing-data,Import your existing data,false,5,Import data (2 min),120,3,0,false,false,src/modules/knowledge-base/data/categories/getting-started.ts,,,
Support & Account,7,getting-started,Getting Started,1,invite-your-team,Invite your team,false,4,Invite team (90 sec),90,3,0,false,false,src/modules/knowledge-base/data/categories/getting-started.ts,,,
Support & Account,7,getting-started,Getting Started,1,set-your-brand-colors-and-logo,Set your brand colors and logo,false,3,Brand setup (90 sec),90,3,0,false,false,src/modules/knowledge-base/data/categories/getting-started.ts,,,
Support & Account,7,getting-started,Getting Started,1,welcome-to-builderlync,Welcome to BuilderLync — your first 15 minutes,true,6,Welcome to BuilderLync (3 min),180,7,0,true,false,src/modules/knowledge-base/data/categories/getting-started.ts,,,
Support & Account,7,getting-started,Getting Started,1,your-first-15-minutes,Your first 15 minutes,false,5,First 15 minutes (3 min),180,6,0,false,false,src/modules/knowledge-base/data/categories/getting-started.ts,,,
Support & Account,7,account-and-plan,Account & Plan,2,cancel-your-account,Cancel your account,false,4,Cancel (60 sec),60,3,0,false,true,src/modules/knowledge-base/data/categories/account-and-plan.ts,,,
Support & Account,7,account-and-plan,Account & Plan,2,change-your-plan,Change your plan,false,3,Change plan (60 sec),60,3,0,false,false,src/modules/knowledge-base/data/categories/account-and-plan.ts,,,
Support & Account,7,account-and-plan,Account & Plan,2,manage-seats,Manage seats,false,2,Manage seats (45 sec),45,2,0,false,false,src/modules/knowledge-base/data/categories/account-and-plan.ts,,,
Support & Account,7,account-and-plan,Account & Plan,2,subscription-and-billing,Subscription and billing,false,3,Billing tour (60 sec),60,4,0,false,false,src/modules/knowledge-base/data/categories/account-and-plan.ts,,,
Support & Account,7,affiliates,Affiliates,3,affiliates-overview,Affiliates overview,false,3,Affiliates tour (60 sec),60,3,0,false,false,src/modules/knowledge-base/data/categories/affiliates.ts,,,
Support & Account,7,affiliates,Affiliates,3,share-your-referral-link,Share your referral link,false,2,Share link (45 sec),45,3,0,false,false,src/modules/knowledge-base/data/categories/affiliates.ts,,,
Support & Account,7,affiliates,Affiliates,3,view-payouts,View payouts,false,3,View payouts (60 sec),60,3,0,false,false,src/modules/knowledge-base/data/categories/affiliates.ts,,,